2025-05-26T05:00:00Z	30.3734	-91.1636	0	24.58	24.3	101.71	2.877	0	0.85	264.8	0	0	1.26	0.16	0	0.288	2.72	-162.9	NA	NA	0.383	1.413	-56.3	0.415	3.336	-0.1	NA	NA	28.25	NA	28.15	25.4	NA	2025-05-26
2025-05-26T05:15:00Z	30.3734	-91.1636	0	23.41	24.6	101.71	2.925	0	0.92	274.9	0	0	1.37	0.16	0	0.288	2.721	-163.3	NA	NA	0.383	1.413	-56.1	0.415	3.337	-0.1	NA	NA	28.15	NA	28.15	25.4	NA	2025-05-26
2025-05-26T05:30:00Z	30.3734	-91.1636	0	22.45	24.4	101.69	2.897	0	0.75	278.5	0	0	1.16	0.16	0	0.288	2.723	-163.5	NA	NA	0.382	1.414	-55.9	0.415	3.336	-0.1	NA	NA	28.1	NA	28.1	25.4	NA	2025-05-26
2025-05-26T05:45:00Z	30.3734	-91.1636	0	22.16	24.1	101.66	2.873	0	0.65	264.3	0	0	1	0.13	0	0.288	2.725	-164.1	NA	NA	0.382	1.414	-55.7	0.415	3.336	-0.1	NA	NA	28.049999999999997	NA	28.05	25.4	NA	2025-05-26
2025-05-26T06:00:00Z	30.3734	-91.1636	0	22.32	24.1	101.66	2.887	0	0.6	270.3	0	0	0.93	0.11	0	0.288	2.726	-164.7	NA	NA	0.382	1.412	-55.6	0.415	3.336	-0.1	NA	NA	27.950000000000003	NA	28	25.4	NA	2025-05-26
2025-05-26T06:15:00Z	30.3734	-91.1636	0	23.04	24.4	101.63	2.903	0	0.6	220	0	0	1.84	0.15	0	0.288	2.727	-164.8	NA	NA	0.382	1.412	-55.5	0.415	3.335	-0.1	NA	NA	27.85	NA	27.95	25.4	NA	2025-05-26
2025-05-26T06:30:00Z	30.3734	-91.1636	0	24.05	24.9	101.61	2.998	0	0.5	145.6	0	0	1.45	0.16	0	0.288	2.729	-165.2	NA	NA	0.382	1.413	-55.3	0.415	3.337	-0.1	NA	NA	27.799999999999997	NA	27.9	25.4	NA	2025-05-26
2025-05-26T06:45:00Z	30.3734	-91.1636	0	23.79	24.8	101.58	2.999	0	0.33	136.6	0	0	1.11	0.14	0	0.288	2.723	-165.6	NA	NA	0.382	1.41	-55.2	0.415	3.336	-0.1	NA	NA	27.75	NA	27.85	25.4	NA	2025-05-26
2025-05-26T07:00:00Z	30.3734	-91.1636	0	23.87	24.9	101.56	3.005	0	0.59	208.4	0	0	1.58	0.14	0	0.287	2.725	-166.1	NA	NA	0.382	1.411	-55	0.415	3.335	-0.1	NA	NA	27.65	NA	27.85	25.4	NA	2025-05-26
2025-05-26T07:15:00Z	30.3734	-91.1636	0	24.24	25	101.54	3.029	0	0.99	192.9	0	0	2.88	0.15	0	0.287	2.726	-166.5	NA	NA	0.382	1.411	-54.9	0.415	3.335	-0.1	NA	NA	27.65	NA	27.75	25.4	NA	2025-05-26
2025-05-26T07:30:00Z	30.3734	-91.1636	0	24.11	25	101.53	3.04	0	1.31	206.9	0	0	2.41	0.13	0	0.287	2.726	-167	NA	NA	0.382	1.412	-54.7	0.415	3.335	-0.1	NA	NA	27.549999999999997	NA	27.75	25.4	NA	2025-05-26
2025-05-26T07:45:00Z	30.3734	-91.1636	0	23.91	25	101.5	3.02	0	1.05	212.4	0	0	2.42	0.14	0	0.287	2.728	-167.3	NA	NA	0.382	1.409	-54.7	0.415	3.335	-0.1	NA	NA	27.450000000000003	NA	27.700000000000003	25.45	NA	2025-05-26
